installation_id,last_acc_group
c9ea32e9,1.0
3b3fab03,3.0
30e38068,3.0
eea13247,2.0
8d2f2884,3.0
1e819b97,2.0
82827ebc,1.0
abca6f9e,3.0
a64e3ce2,3.0
5f7418c9,3.0
ffd2871d,3.0
97c6d02f,2.0
12a9a35e,0.0
62ddb449,3.0
41e7f600,3.0
84283ceb,0.0
3893cbc7,3.0
b721b5da,0.0
f4363897,3.0
19a910b3,0.0
179a11b2,3.0
53411bce,0.0
f225addd,3.0
9e3b2f92,0.0
78cacfd1,0.0
7f19d8c2,3.0
5de76f84,0.0
ecba71de,3.0
bdbcd291,3.0
05118f81,3.0
703b8016,0.0
e0317d16,0.0
efa31376,3.0
ed876250,3.0
08a47256,3.0
0a90d04c,0.0
b44d8d86,3.0
44cc1631,3.0
c7fc935e,3.0
02875dc2,3.0
9708c91d,0.0
78f9789f,0.0
3b2a487c,3.0
c916ea43,3.0
b8b7d6f6,3.0
002db7e3,1.0
b9134e58,2.0
56f61a2e,0.0
03a5b006,2.0
63f8e904,3.0
292f912b,3.0
d99ea824,3.0
45e6e334,0.0
0bf95a69,3.0
b083a2df,1.0
b7101fe6,3.0
2a19b836,0.0
a3079715,3.0
d4d219e2,0.0
fc0264ca,0.0
14fffed5,0.0
c7f1c288,3.0
915f355f,3.0
75db014c,0.0
1b11d9f3,0.0
909f8d2a,3.0
ac5f979a,0.0
52fb5f02,1.0
5f99269c,3.0
3a22e1df,0.0
7c49510b,3.0
a9157cbc,3.0
b295dd4f,0.0
b9fb9125,2.0
eff9abaa,3.0
21691319,3.0
45427c70,0.0
b61cf4fc,0.0
96979008,3.0
35c1abcf,3.0
cf65f89d,3.0
b1c3c6a9,0.0
2f54c2bb,3.0
f2df7050,3.0
3353217d,2.0
02cdfffd,2.0
4eca440f,0.0
7384c6f4,0.0
57d2041f,2.0
50f3b41e,1.0
3daab4ba,1.0
781a1362,3.0
59d30bfa,3.0
ae4685c7,1.0
7545b979,3.0
c66d0790,3.0
17b3c2ba,2.0
a6007735,3.0
b97547cb,3.0
153d137c,0.0
7dcc999f,1.0
cdb3eee6,0.0
f4651de7,1.0
c87be15b,3.0
55bea02b,1.0
42e0d483,1.0
7f6b19a2,2.0
2cf72cc2,1.0
fd97b5b2,0.0
494eec4b,0.0
0fa3edde,3.0
11c1f6e6,3.0
be1ec38c,3.0
ba5d06eb,3.0
662e19b4,0.0
7e14f5db,3.0
b3ce385d,3.0
f605e2d5,2.0
9ca8a4d1,1.0
cb3eaf98,3.0
c5147ff8,0.0
8e6996b6,3.0
00279ac5,0.0
4d7392c0,3.0
c1b7df3e,3.0
f1befae2,3.0
2bf81ef1,0.0
47748670,1.0
690a7887,3.0
fe73bf4b,3.0
0cc2a247,3.0
e9bbbeed,1.0
70eaef54,3.0
6272cc94,3.0
38509434,0.0
1f71eb61,0.0
5b6c12c8,3.0
f91aede1,0.0
f9415873,0.0
7cea120a,0.0
d447df77,3.0
81cf5a34,3.0
7aac2edb,2.0
8870b62c,2.0
8015e006,0.0
37f5416d,1.0
41642173,2.0
a1854d81,3.0
ebe68401,0.0
ef7cc04d,0.0
96c350e2,1.0
8cd1cf19,0.0
98e4a512,3.0
9f900351,3.0
4228fe3b,3.0
00e17272,3.0
4443cd88,1.0
f427161a,1.0
d2926707,0.0
7f232095,3.0
9e579f54,3.0
5e088963,3.0
5232c68b,3.0
8fb10f50,0.0
8a34fb0a,0.0
2379e42a,0.0
2e38f144,1.0
e1ae29e8,2.0
4c6bf86f,2.0
546bc6fc,2.0
93fc4f74,0.0
1b8df104,1.0
9af4d76b,2.0
685d9ac8,3.0
cc1f941f,1.0
98f2ab8d,3.0
f1c21eda,3.0
4056d487,3.0
c195a425,3.0
4d2a5e4f,0.0
b817989c,3.0
0607efb8,3.0
661634ab,1.0
107c95d8,3.0
caa11545,3.0
023c4bcb,3.0
14b2c464,0.0
3b06140b,0.0
e06e3559,3.0
7bd3158f,0.0
a5da69a2,2.0
87453f81,1.0
6222b811,3.0
af0a1c2e,3.0
dbc0118b,3.0
286965cf,3.0
d3343973,0.0
d9a5da1e,3.0
51150989,0.0
3dc1fe35,3.0
95c42468,0.0
69152899,1.0
d09c44d1,1.0
f9296363,2.0
905237ba,2.0
5e6ed2dd,3.0
5bb1a567,3.0
9bf2c48f,1.0
cb945fe6,3.0
b03402e1,3.0
3e4d6151,0.0
912c157c,3.0
f4709876,3.0
31aea1fe,0.0
a3842e12,3.0
8169e80d,0.0
6ab702d4,0.0
f774b835,2.0
8a0ac1f0,2.0
cdde38dd,3.0
daacf9a9,0.0
4752af38,3.0
ce725a23,2.0
bd0c012d,3.0
c6817a41,1.0
f7ffd521,3.0
71e7d049,0.0
703389b3,2.0
cd778e80,0.0
5a217c74,3.0
66720918,0.0
e968228e,3.0
ba81fe41,3.0
93b35d59,0.0
c1531f0b,0.0
baef013a,3.0
6ba1b797,3.0
9a6ffb62,2.0
7d9d60e6,3.0
7b4efe7b,1.0
96b6613e,0.0
f63eaa63,3.0
281e0b40,1.0
8f3da782,3.0
63ecedad,2.0
18315690,2.0
2e06e291,3.0
31dbb558,3.0
ccb72ed7,2.0
50c57027,1.0
bbb74edc,3.0
b246bf83,0.0
b9c0168a,0.0
efff6335,3.0
d510fc94,1.0
62c4909e,0.0
12c8ca47,3.0
3df30779,3.0
56b1d667,2.0
e21c0833,2.0
7d813da2,1.0
fa14af61,1.0
af822369,3.0
d768e092,0.0
c38ab8da,0.0
543c8382,3.0
37892700,3.0
55438529,0.0
484c8d04,2.0
37f162a4,1.0
96336a3f,0.0
e0f4d9a6,3.0
758bc502,3.0
4708c14f,1.0
0b80b297,3.0
4bf4379b,0.0
71c1179e,0.0
a5ef5a46,1.0
d0c2febc,3.0
7fbe0999,3.0
a2691355,3.0
9884f9f3,0.0
1b2aeab1,2.0
8a0ef860,0.0
83d169be,3.0
f7462cd8,3.0
12a9e4fc,2.0
00a53963,3.0
d830c991,3.0
4ea9fc99,3.0
b64d5b27,3.0
f827f848,0.0
593936dd,3.0
222cc74c,3.0
75ff267e,0.0
eaf94a5f,3.0
497fd04d,0.0
d4ded596,0.0
5768096f,2.0
58798492,1.0
e04bb11c,1.0
0d9d00d2,1.0
31597632,3.0
8f29311d,0.0
dd4cc774,2.0
819a187b,3.0
7585b0b6,2.0
a9d8cc4b,3.0
85ba760d,3.0
9a6236e5,0.0
ff9715db,3.0
c5ccb7c6,3.0
ca4ab28d,1.0
04e2712b,2.0
9dfc3ebb,3.0
13c26706,0.0
95395a66,1.0
c0aee69b,1.0
47143042,1.0
443722fc,3.0
d636485f,3.0
dd967567,3.0
05047409,3.0
d4bdaa1b,3.0
2836f356,1.0
6c5d7464,2.0
22146a34,1.0
f1147761,3.0
4287d12e,2.0
c7f63bc3,3.0
d1f83ebf,3.0
7226f99d,3.0
9329ad7f,0.0
1d10c898,0.0
7608c5d5,3.0
ee8b4ad7,3.0
82f091ed,0.0
ed9e9efa,1.0
858ace47,0.0
1865bd64,2.0
f2538701,3.0
c551fc8b,1.0
33a40a24,3.0
c3b1e28d,2.0
85697782,1.0
a30a4de2,3.0
fcb0a469,0.0
2977c68b,1.0
a9f58e08,3.0
75e63f7a,3.0
d0fbb1e3,1.0
6a39505f,0.0
0293ae74,2.0
fa338e78,2.0
f1a33aa1,1.0
5cf93fb1,3.0
cdb22ca7,3.0
9918fb8d,3.0
d898495e,3.0
36bd989b,3.0
a22c467f,3.0
c626b9bc,2.0
69b97327,1.0
0328fc8f,3.0
16d4f3e6,3.0
1b142503,0.0
c5aad7bb,0.0
11353e10,0.0
4ccb19fa,2.0
c21ed2f4,1.0
f5116362,0.0
57c583d8,3.0
043e7f32,0.0
191884de,2.0
6755df0e,3.0
fccdeaaf,0.0
3f11dd13,0.0
68f346e9,3.0
10734096,2.0
c5151af8,0.0
f17dd9ce,0.0
3f01a6f6,1.0
9bc0aa21,3.0
db54d00d,3.0
f60c7f9e,0.0
2abac457,3.0
20b0a1df,1.0
1e24f5f1,3.0
c7d011ce,3.0
2983a7b6,3.0
6be3bacc,3.0
b10c00e0,2.0
f02a119d,2.0
9a30e83b,3.0
824003b4,0.0
7e509524,1.0
8056d852,1.0
5dd7b740,0.0
d082ec77,3.0
e3df1794,3.0
2b2ba346,1.0
cb586bd7,3.0
8d13b6aa,0.0
421e9404,1.0
571e1cfc,0.0
a49b4389,3.0
3e974f1a,1.0
57bbe2e1,3.0
eef2d053,3.0
8e44d2de,3.0
2f171282,3.0
86c58053,1.0
2d7762bc,1.0
41b12fcc,0.0
9cce8259,3.0
9d083b79,3.0
a4b77308,3.0
4ba08ec6,3.0
7e47c64d,1.0
d67676c4,0.0
2ea676a9,3.0
5640400c,0.0
844ffbe2,3.0
6e3b8bc5,3.0
bbcf36f6,0.0
0be831c0,0.0
86e9c48e,1.0
2cd281b9,3.0
52f9769b,0.0
85619fc3,3.0
664b49db,3.0
efeb3594,0.0
41f34b23,3.0
de5194be,3.0
ce318a17,0.0
0583693e,0.0
bb318e90,3.0
8fb89828,2.0
9ccde0f7,3.0
98e5e773,3.0
e01e9843,3.0
d54da8a4,0.0
ac5119e4,0.0
bbb25771,2.0
be9e7422,1.0
d25405ae,3.0
d3849f22,0.0
2c676054,3.0
f002d4bb,0.0
60ea80b0,3.0
20d7ed1e,2.0
a236c419,0.0
6b83dce0,2.0
49cd2c20,1.0
f4af790a,1.0
21007a23,1.0
eeb05c1f,3.0
6ea498d4,3.0
a2f18196,0.0
5b3cb08e,3.0
230b4b6e,2.0
eac88d7c,1.0
12d91fc7,2.0
2ffb27f9,3.0
d82210f4,2.0
d2803718,3.0
1a1c88f7,3.0
6d394bf9,3.0
2f471329,1.0
b0362800,3.0
a7f3c978,0.0
353cee0e,0.0
c5f5eaec,0.0
23b22c52,2.0
1c41b8b2,3.0
1e3ec615,0.0
206e5f51,2.0
518d2509,1.0
a25f69aa,1.0
89eab7de,1.0
0153c957,0.0
c5ef59a9,0.0
5c0ec069,3.0
04c612fd,3.0
3ab4f204,3.0
3d0b67e3,3.0
d81d6844,0.0
d3552f0a,0.0
84e00045,2.0
73348e84,0.0
7432d976,2.0
d644e213,3.0
114a661c,2.0
3f7849e3,2.0
447e711e,0.0
b472a991,3.0
21aff3e0,1.0
77e7bb55,0.0
2212586b,0.0
6ce4da99,3.0
912ae0c2,0.0
73e66858,0.0
b47ab8d8,1.0
b82e4aa0,3.0
a7ef9e20,1.0
47858dca,0.0
9b7d6baa,1.0
717f1d3a,3.0
e23abe55,0.0
fc70e779,0.0
e27e5b70,2.0
cb96413a,2.0
66d8c823,3.0
a6769468,3.0
7317beb6,3.0
ac08033c,0.0
96712e61,1.0
27418ceb,2.0
82fbb778,1.0
05bc97c3,2.0
b67536dd,0.0
b9e2a585,3.0
2e6d8334,1.0
534d42ed,1.0
dd38a11a,0.0
9e6d6e1b,3.0
26d524bb,3.0
26c49948,1.0
ad0c2a41,3.0
ae0f7613,1.0
d8912d1d,1.0
2c445570,0.0
f130b3b5,0.0
f1464e0d,3.0
3ed90167,3.0
6f24dba2,1.0
221d1857,3.0
7e5dd8ca,0.0
fe9f9b60,0.0
56983028,2.0
c23d6178,1.0
73a5310e,0.0
4e82897e,2.0
06362232,0.0
14142f8f,2.0
f3f4e6d1,0.0
e6828a70,3.0
897551e2,1.0
27224ec1,3.0
a31288d6,3.0
17a784cb,1.0
3205d05b,0.0
ac2cc5ce,3.0
a27e1ee9,1.0
109a4bce,3.0
16276a94,3.0
ab1cad03,1.0
8c67aca8,3.0
30faa211,3.0
5eda8452,3.0
7d351303,1.0
25ff0f8e,3.0
bcbb220e,3.0
888e86e2,0.0
3dbbde1a,3.0
349ecc0e,1.0
52761bad,2.0
c0e52312,3.0
ea15ddaf,0.0
df56fc52,3.0
14e76b17,3.0
73a521e8,1.0
ac3c5067,0.0
b957961f,3.0
30689dec,0.0
3054e1dc,1.0
d5bc3d3d,3.0
41178d5e,3.0
f482fa2b,0.0
4e51af2e,3.0
83c16842,3.0
2c183ed4,2.0
1335d915,3.0
e87643cb,0.0
abaadb4c,0.0
6c382099,0.0
37e0d8b9,3.0
0be4126e,0.0
bb04214e,3.0
68eafb12,1.0
37d577b8,1.0
331e62f7,0.0
fada669c,3.0
31cca637,3.0
cbb21946,3.0
d5b90ea8,1.0
df4eed43,2.0
ca28581d,3.0
dbe71ebc,3.0
e34f8b5c,3.0
576f27a2,0.0
046234c2,1.0
1014b8ac,3.0
7564d459,3.0
48e6e4b8,2.0
2b381903,2.0
17f01389,3.0
b39425ee,3.0
88ece028,2.0
5865c123,1.0
67f82169,3.0
633f909b,0.0
e95d2e94,3.0
6cf82ce0,1.0
c435119e,0.0
9f0955e0,3.0
bc1e710c,3.0
52f3688e,3.0
8b384f5c,2.0
b4ffc90a,3.0
15b84ab7,3.0
512eba06,0.0
ecbc5fb0,0.0
462b078b,3.0
ca2b577e,1.0
a573af0f,2.0
0e06b371,0.0
9f399a3a,1.0
d418b123,3.0
24e0caf9,0.0
d35845f2,0.0
78dbdfef,3.0
62372648,0.0
1690f5a2,3.0
61bd0825,0.0
ecd06d90,3.0
0fdd65f6,0.0
b5df2860,0.0
d8a75898,1.0
5c5012cd,1.0
bfe5ddfb,0.0
90228ec2,3.0
78533e66,1.0
d8a3db96,3.0
aafddf4a,0.0
be17bf06,2.0
d4ac5220,3.0
182b7671,1.0
212da6c0,0.0
d596f097,3.0
b1fe8fd7,3.0
5ca747e7,0.0
4dd2c3f8,3.0
bba914f4,2.0
7730e876,1.0
6205eef8,3.0
25dfef88,0.0
5a72d32d,3.0
f822562a,0.0
a2f74850,3.0
c8a3f394,3.0
502f973f,1.0
58a7ced3,0.0
2b2ec2df,1.0
98f51388,3.0
b0f13ef1,3.0
cd31cafe,2.0
23dfe778,3.0
298479bb,3.0
6042663e,3.0
b15450e4,1.0
8185df72,3.0
25c970ca,3.0
2d178b46,3.0
845e7780,3.0
bc47c2bf,3.0
35fb0787,1.0
c4f6730d,2.0
46ff1c39,2.0
cce7cd3b,0.0
dc220be1,0.0
4e9c6979,2.0
b1f7ca9b,0.0
a139c1d4,0.0
604670bf,0.0
6e6abb1d,3.0
cf761a2d,3.0
ac287df4,0.0
464f634a,3.0
508723ed,3.0
1bfc9ff2,0.0
c4d97f46,3.0
c1db85a0,3.0
cac25773,1.0
326c5547,3.0
91f083ab,0.0
dc5cb136,3.0
e93716dc,0.0
06e6a3e3,0.0
6d17d999,0.0
5a5503aa,3.0
